type,raw_padyam_text,class,satakam,lg_data,chandassu_score,n_aksharaalu_score,n_paadalu_score,gana_kramam_score,yati_score,prasa_score
mattebhamu,"కసవొప్పన్‌ పసి మేసి ప్రొద్దు గలుగం గాంతారముం బాసి య
ప్పసియు న్నీవును వచ్చుచో నెదురుగాఁ బైకొన్న గోపాంగనా
రసవద్వృత్తపయోధరద్వయ హరిద్రాలేపనామోదముల్‌
పసిఁ గొంచున్‌ బసిఁ గొంచు వచ్చుటలు నే భావింతు, నారాయణా!",vruttamu,Naarayana,"[('క', '|'), ('స', '|'), ('వొ', 'U'), ('ప్ప', 'U'), ('న్ప', '|'), ('సి', '|'), ('మే', 'U'), ('సి', '|'), ('ప్రొ', 'U'), ('ద్దు', '|'), ('గ', '|'), ('లు', '|'), ('గం', 'U'), ('గాం', 'U'), ('తా', 'U'), ('ర', '|'), ('ముం', 'U'), ('బా', 'U'), ('సి', '|'), ('య', 'U'), ('ప్ప', '|'), ('సి', '|'), ('యు', 'U'), ('న్నీ', 'U'), ('వు', '|'), ('ను', '|'), ('వ', 'U'), ('చ్చు', '|'), ('చో', 'U'), ('నె', '|'), ('దు', '|'), ('రు', '|'), ('గా', 'U'), ('బై', 'U'), ('కొ', 'U'), ('న్న', '|'), ('గో', 'U'), ('పాం', 'U'), ('గ', '|'), ('నా', 'U'), ('ర', '|'), ('స', '|'), ('వ', 'U'), ('ద్వృ', 'U'), ('త్త', '|'), ('ప', '|'), ('యో', 'U'), ('ధ', '|'), ('ర', 'U'), ('ద్వ', '|'), ('య', '|'), ('హ', '|'), ('రి', '|'), ('ద్రా', 'U'), ('లే', 'U'), ('ప', '|'), ('నా', 'U'), ('మో', 'U'), ('ద', '|'), ('ముల్', 'U'), ('ప', '|'), ('సి', '|'), ('గొం', 'U'), ('చు', 'U'), ('న్బ', '|'), ('సి', '|'), ('గొం', 'U'), ('చు', '|'), ('వ', 'U'), ('చ్చు', '|'), ('ట', '|'), ('లు', '|'), ('నే', 'U'), ('భా', 'U'), ('విం', 'U'), ('తు', '|'), ('నా', 'U'), ('రా', 'U'), ('య', '|'), ('ణా', 'U')]",0.9928571428571429,1.0,1.0,0.9642857142857143,1.0,1.0
saardulamu,"చన్నుల్‌ మీదిఁకి చౌకళింప నడుముం జవ్వాడ కందర్పసం
పన్నాఖ్యంబు నటించు మాడ్కి కబరీభారంబు లూటాడఁగా
విన్నాణంబు నటింప గోపజన గోబృందంబుతో వచ్చు మీ
వన్నెల్‌ కన్నుల ముంచి గ్రోలుటలు నే వర్ణింతు, నారాయణా!",vruttamu,Naarayana,"[('చ', 'U'), ('న్ను', 'U'), ('ల్మీ', 'U'), ('ది', '|'), ('కి', '|'), ('చౌ', 'U'), ('క', '|'), ('ళిం', 'U'), ('ప', '|'), ('న', '|'), ('డు', '|'), ('ముం', 'U'), ('జ', 'U'), ('వ్వా', 'U'), ('డ', '|'), ('కం', 'U'), ('ద', 'U'), ('ర్ప', '|'), ('సం', 'U'), ('ప', 'U'), ('న్నా', 'U'), ('ఖ్యం', 'U'), ('బు', '|'), ('న', '|'), ('టిం', 'U'), ('చు', '|'), ('మా', 'U'), ('డ్కి', '|'), ('క', '|'), ('బ', '|'), ('రీ', 'U'), ('భా', 'U'), ('రం', 'U'), ('బు', '|'), ('లూ', 'U'), ('టా', 'U'), ('డ', '|'), ('గా', 'U'), ('వి', 'U'), ('న్నా', 'U'), ('ణం', 'U'), ('బు', '|'), ('న', '|'), ('టిం', 'U'), ('ప', '|'), ('గో', 'U'), ('ప', '|'), ('జ', '|'), ('న', '|'), ('గో', 'U'), ('బృం', 'U'), ('దం', 'U'), ('బు', '|'), ('తో', 'U'), ('వ', 'U'), ('చ్చు', '|'), ('మీ', 'U'), ('వ', 'U'), ('న్నె', 'U'), ('ల్క', 'U'), ('న్ను', '|'), ('ల', '|'), ('ముం', 'U'), ('చి', '|'), ('గ్రో', 'U'), ('లు', '|'), ('ట', '|'), ('లు', '|'), ('నే', 'U'), ('వ', 'U'), ('ర్ణిం', 'U'), ('తు', '|'), ('నా', 'U'), ('రా', 'U'), ('య', '|'), ('ణా', 'U')]",0.95,1.0,1.0,1.0,0.75,1.0
mattebhamu,"పెరుగుల్‌ ద్రచ్చుచు నొక్కగోపిక మిముం బ్రేమంబునం జూచి రా
గ రసావేశత రిత్త ద్రచ్చ నిడ నాకవ్వంబు నీవు న్మనో
హరలీలం గనుగొంచు ధేను వని యయ్యాబోతునుం బట్టి తీ
వరవృత్తాంతము లేను పుణ్యకథగా వర్ణింతు, నారాయణా!",vruttamu,Naarayana,"[('పె', '|'), ('రు', '|'), ('గు', 'U'), ('ల్ద్ర', 'U'), ('చ్చు', '|'), ('చు', '|'), ('నొ', 'U'), ('క్క', '|'), ('గో', 'U'), ('పి', '|'), ('క', '|'), ('మి', '|'), ('ముం', 'U'), ('బ్రే', 'U'), ('మం', 'U'), ('బు', '|'), ('నం', 'U'), ('జూ', 'U'), ('చి', '|'), ('రా', 'U'), ('గ', '|'), ('ర', '|'), ('సా', 'U'), ('వే', 'U'), ('శ', '|'), ('త', '|'), ('రి', 'U'), ('త్త', '|'), ('ద్ర', 'U'), ('చ్చ', '|'), ('ని', '|'), ('డ', '|'), ('నా', 'U'), ('క', 'U'), ('వ్వం', 'U'), ('బు', '|'), ('నీ', 'U'), ('వు', 'U'), ('న్మ', '|'), ('నో', 'U'), ('హ', '|'), ('ర', '|'), ('లీ', 'U'), ('లం', 'U'), ('గ', '|'), ('ను', '|'), ('గొం', 'U'), ('చు', '|'), ('ధే', 'U'), ('ను', '|'), ('వ', '|'), ('ని', '|'), ('య', 'U'), ('య్యా', 'U'), ('బో', 'U'), ('తు', '|'), ('నుం', 'U'), ('బ', 'U'), ('ట్టి', '|'), ('తీ', 'U'), ('వ', '|'), ('ర', '|'), ('వృ', 'U'), ('త్తాం', 'U'), ('త', '|'), ('ము', '|'), ('లే', 'U'), ('ను', '|'), ('పు', 'U'), ('ణ్య', '|'), ('క', '|'), ('థ', '|'), ('గా', 'U'), ('వ', 'U'), ('ర్ణిం', 'U'), ('తు', '|'), ('నా', 'U'), ('రా', 'U'), ('య', '|'), ('ణా', 'U')]",1.0,1.0,1.0,1.0,1.0,1.0
saardulamu,"కేల\న్‌ గోలయు గూటిచిక్కము నొగిం గీలించి నెత్తంబునం
బీలీపించముఁ జుట్టి నెన్నడుమునం బింఛావళి\న్‌ గట్టి క
ర్ణాలంకార కదంబగుచ్ఛ మధుమత్తాలీస్వనం బొప్ప నీ
వాలన్‌ గాచినభావ మిట్టి దని నే వర్ణింతు, నారాయణా!",vruttamu,Naarayana,"[('కే', 'U'), ('ల', 'U'), ('న్గో', 'U'), ('ల', '|'), ('యు', '|'), ('గూ', 'U'), ('టి', '|'), ('చి', 'U'), ('క్క', '|'), ('ము', '|'), ('నొ', '|'), ('గిం', 'U'), ('గీ', 'U'), ('లిం', 'U'), ('చి', '|'), ('నె', 'U'), ('త్తం', 'U'), ('బు', '|'), ('నం', 'U'), ('బీ', 'U'), ('లీ', 'U'), ('పిం', 'U'), ('చ', '|'), ('ము', '|'), ('జు', 'U'), ('ట్టి', '|'), ('నె', 'U'), ('న్న', '|'), ('డు', '|'), ('ము', '|'), ('నం', 'U'), ('బిం', 'U'), ('ఛా', 'U'), ('వ', '|'), ('ళి', 'U'), ('న్గ', 'U'), ('ట్టి', '|'), ('క', 'U'), ('ర్ణా', 'U'), ('లం', 'U'), ('కా', 'U'), ('ర', '|'), ('క', '|'), ('దం', 'U'), ('బ', '|'), ('గు', 'U'), ('చ్ఛ', '|'), ('మ', '|'), ('ధు', '|'), ('మ', 'U'), ('త్తా', 'U'), ('లీ', 'U'), ('స్వ', '|'), ('నం', 'U'), ('బొ', 'U'), ('ప్ప', '|'), ('నీ', 'U'), ('వా', 'U'), ('ల', 'U'), ('న్గా', 'U'), ('చి', '|'), ('న', '|'), ('భా', 'U'), ('వ', '|'), ('మి', 'U'), ('ట్టి', '|'), ('ద', '|'), ('ని', '|'), ('నే', 'U'), ('వ', 'U'), ('ర్ణిం', 'U'), ('తు', '|'), ('నా', 'U'), ('రా', 'U'), ('య', '|'), ('ణా', 'U')]",0.95,1.0,1.0,1.0,0.75,1.0
saardulamu,"కాళిందీతటభూమి నాలకదుపుల్‌ కాలూఁది మేయ\న్‌ సము
త్తాలోల తమాలపాదప శిఖాంతస్థుండవై వేణురం
ధ్రాలిన్‌ రాగరసంబు నిండ విలసద్రాగంబు సంధించి గో
పాలవ్రాతము గండుగోయిలలుగా వర్ణింతు, నారాయణా!",vruttamu,Naarayana,"[('కా', 'U'), ('ళిం', 'U'), ('దీ', 'U'), ('త', '|'), ('ట', '|'), ('భూ', 'U'), ('మి', '|'), ('నా', 'U'), ('ల', '|'), ('క', '|'), ('దు', '|'), ('పు', 'U'), ('ల్కా', 'U'), ('లూ', 'U'), ('ది', '|'), ('మే', 'U'), ('య', 'U'), ('న్స', '|'), ('ము', 'U'), ('త్తా', 'U'), ('లో', 'U'), ('ల', '|'), ('త', '|'), ('మా', 'U'), ('ల', '|'), ('పా', 'U'), ('ద', '|'), ('ప', '|'), ('శి', '|'), ('ఖాం', 'U'), ('త', 'U'), ('స్థుం', 'U'), ('డ', '|'), ('వై', 'U'), ('వే', 'U'), ('ణు', '|'), ('రం', 'U'), ('ధ్రా', 'U'), ('లి', '|'), ('న్రా', 'U'), ('గ', '|'), ('ర', '|'), ('సం', 'U'), ('బు', '|'), ('నిం', 'U'), ('డ', '|'), ('వి', '|'), ('ల', '|'), ('స', '|'), ('ద్రా', 'U'), ('గం', 'U'), ('బు', '|'), ('సం', 'U'), ('ధిం', 'U'), ('చి', '|'), ('గో', 'U'), ('పా', 'U'), ('ల', '|'), ('వ్రా', 'U'), ('త', '|'), ('ము', '|'), ('గం', 'U'), ('డు', '|'), ('గో', 'U'), ('యి', '|'), ('ల', '|'), ('లు', '|'), ('గా', 'U'), ('వ', 'U'), ('ర్ణిం', 'U'), ('తు', '|'), ('నా', 'U'), ('రా', 'U'), ('య', '|'), ('ణా', 'U')]",0.5687969924812031,0.9868421052631579,1.0,0.3571428571428572,0.25,0.25
saardulamu,"రాణించెన్‌ గడు నంచు నీసహచరుల్‌ రాగిల్లి సోలంగ మీ
వేణుక్వాణము వీనులం బడి మనోవీథుల్‌ బయల్‌ముట్టఁగా
ఘోణాగ్రంబులు మీదిఁ కెత్తుకొని లాంగూలంబు లల్లార్చి గో
శ్రేణుల్‌ చిందులు ద్రొక్కి యాడుటలు నేఁ జర్చింతు, నారాయణా!",vruttamu,Naarayana,"[('రా', 'U'), ('ణిం', 'U'), ('చె', 'U'), ('న్గ', '|'), ('డు', '|'), ('నం', 'U'), ('చు', '|'), ('నీ', 'U'), ('స', '|'), ('హ', '|'), ('చ', '|'), ('రు', '|'), ('ల్రా', 'U'), ('గి', 'U'), ('ల్లి', '|'), ('సో', 'U'), ('లం', 'U'), ('గ', '|'), ('మీ', 'U'), ('వే', 'U'), ('ణు', 'U'), ('క్వా', 'U'), ('ణ', '|'), ('ము', '|'), ('వీ', 'U'), ('ను', '|'), ('లం', 'U'), ('బ', '|'), ('డి', '|'), ('మ', '|'), ('నో', 'U'), ('వీ', 'U'), ('థు', 'U'), ('ల్బ', '|'), ('య', 'U'), ('ల్ము', 'U'), ('ట్ట', '|'), ('గా', 'U'), ('ఘో', 'U'), ('ణా', 'U'), ('గ్రం', 'U'), ('బు', '|'), ('లు', '|'), ('మీ', 'U'), ('ది', '|'), ('కె', 'U'), ('త్తు', '|'), ('కొ', '|'), ('ని', '|'), ('లాం', 'U'), ('గూ', 'U'), ('లం', 'U'), ('బు', '|'), ('ల', 'U'), ('ల్లా', 'U'), ('ర్చి', '|'), ('గో', 'U'), ('శ్రే', 'U'), ('ణు', 'U'), ('ల్చిం', 'U'), ('దు', '|'), ('లు', '|'), ('ద్రొ', 'U'), ('క్కి', '|'), ('యా', 'U'), ('డు', '|'), ('ట', '|'), ('లు', '|'), ('నే', 'U'), ('జ', 'U'), ('ర్చిం', 'U'), ('తు', '|'), ('నా', 'U'), ('రా', 'U'), ('య', '|'), ('ణా', 'U')]",0.9428571428571428,1.0,1.0,0.9642857142857143,0.75,1.0
mattebhamu,"పసులంగాపరి యే మెఱుంగు మధురప్రాయోల్లసద్వృత్తవా
గ్విసరారావము మోవి దా వెదురుగ్రోవిం బెట్టినాఁ డంచు ని\న్‌
గసటుల్‌ సేయఁగ నాఁడు గోపిక లతద్గానంబులన్‌ మన్మథ
వ్యసనాసక్తులఁ జేయుచందములు నే వర్ణింతు, నారాయణా!",vruttamu,Naarayana,"[('ప', '|'), ('సు', '|'), ('లం', 'U'), ('గా', 'U'), ('ప', '|'), ('రి', '|'), ('యే', 'U'), ('మె', '|'), ('ఱుం', 'U'), ('గు', '|'), ('మ', '|'), ('ధు', '|'), ('ర', '|'), ('ప్రా', 'U'), ('యో', 'U'), ('ల్ల', '|'), ('స', 'U'), ('ద్వృ', 'U'), ('త్త', '|'), ('వా', 'U'), ('గ్వి', '|'), ('స', '|'), ('రా', 'U'), ('రా', 'U'), ('వ', '|'), ('ము', '|'), ('మో', 'U'), ('వి', '|'), ('దా', 'U'), ('వె', '|'), ('దు', '|'), ('రు', '|'), ('గ్రో', 'U'), ('విం', 'U'), ('బె', 'U'), ('ట్టి', '|'), ('నా', 'U'), ('డం', 'U'), ('చు', '|'), ('నిన్', 'U'), ('గ', '|'), ('స', '|'), ('టు', 'U'), ('ల్సే', 'U'), ('య', '|'), ('గ', '|'), ('నా', 'U'), ('డు', '|'), ('గో', 'U'), ('పి', '|'), ('క', '|'), ('ల', '|'), ('త', 'U'), ('ద్గా', 'U'), ('నం', 'U'), ('బు', '|'), ('ల', 'U'), ('న్మ', 'U'), ('న్మ', '|'), ('థ', 'U'), ('వ్య', '|'), ('స', '|'), ('నా', 'U'), ('స', 'U'), ('క్తు', '|'), ('ల', '|'), ('జే', 'U'), ('యు', '|'), ('చం', 'U'), ('ద', '|'), ('ము', '|'), ('లు', '|'), ('నే', 'U'), ('వ', 'U'), ('ర్ణిం', 'U'), ('తు', '|'), ('నా', 'U'), ('రా', 'U'), ('య', '|'), ('ణా', 'U')]",0.9928571428571429,1.0,1.0,0.9642857142857143,1.0,1.0
mattebhamu,"జడ యెంతేఁ దడ వయ్యె జెయ్యి యలసె\న్‌ శైలంబు మాచేతులం
దిడు మన్న\న్‌ జిరునవ్వుతో వదలిన\న్‌ హీనోక్తి గీపెట్ట నె
క్కుడు గోవుల్‌ బ్రియమంద నింద్రుఁ డడలం గోవర్ధనాద్రీంద్రమున్‌
గొడుగై యుండగఁ గేలఁ బూనితి గదా గోవింద, నారాయణా!",vruttamu,Naarayana,"[('జ', '|'), ('డ', '|'), ('యెం', 'U'), ('తే', 'U'), ('ద', '|'), ('డ', '|'), ('వ', 'U'), ('య్యె', '|'), ('జె', 'U'), ('య్యి', '|'), ('య', '|'), ('ల', '|'), ('సె', 'U'), ('న్శై', 'U'), ('లం', 'U'), ('బు', '|'), ('మా', 'U'), ('చే', 'U'), ('తు', '|'), ('లం', 'U'), ('ది', '|'), ('డు', '|'), ('మ', 'U'), ('న్న', 'U'), ('న్జి', '|'), ('రు', '|'), ('న', 'U'), ('వ్వు', '|'), ('తో', 'U'), ('వ', '|'), ('ద', '|'), ('లి', '|'), ('న', 'U'), ('న్హీ', 'U'), ('నో', 'U'), ('క్తి', '|'), ('గీ', 'U'), ('పె', 'U'), ('ట్ట', '|'), ('నె', 'U'), ('క్కు', '|'), ('డు', '|'), ('గో', 'U'), ('వు', 'U'), ('ల్బ్రి', '|'), ('య', '|'), ('మం', 'U'), ('ద', '|'), ('నిం', 'U'), ('ద్రు', '|'), ('డ', '|'), ('డ', '|'), ('లం', 'U'), ('గో', 'U'), ('వ', 'U'), ('ర్ధ', '|'), ('నా', 'U'), ('ద్రీం', 'U'), ('ద్ర', '|'), ('మున్', 'U'), ('గొ', '|'), ('డు', '|'), ('గై', 'U'), ('యుం', 'U'), ('డ', '|'), ('గ', '|'), ('గే', 'U'), ('ల', '|'), ('బూ', 'U'), ('ని', '|'), ('తి', '|'), ('గ', '|'), ('దా', 'U'), ('గో', 'U'), ('విం', 'U'), ('ద', '|'), ('నా', 'U'), ('రా', 'U'), ('య', '|'), ('ణా', 'U')]",0.95,1.0,1.0,1.0,0.75,1.0
mattebhamu,"లలితాకుంచితవేణియం దడవిమొల్లల్‌ జాఱ ఫాలస్థలి\న్‌
దిలకం బొయ్యన జాఱఁ గుండలరుచుల్‌ దీపింప లేఁజెక్కులన్‌
మొలకన్నవ్వుల చూపు లోరగిల మే న్మువ్వంకల\న్‌ బోవఁగా
నలి గైకొందువు గాదె నీవు మురళీనాట్యంబు, నారాయణా!",vruttamu,Naarayana,"[('ల', '|'), ('లి', '|'), ('తా', 'U'), ('కుం', 'U'), ('చి', '|'), ('త', '|'), ('వే', 'U'), ('ణి', '|'), ('యం', 'U'), ('ద', '|'), ('డ', '|'), ('వి', '|'), ('మొ', 'U'), ('ల్ల', 'U'), ('ల్జా', 'U'), ('ఱ', '|'), ('ఫా', 'U'), ('ల', 'U'), ('స్థ', '|'), ('లిన్', 'U'), ('ది', '|'), ('ల', '|'), ('కం', 'U'), ('బొ', 'U'), ('య్య', '|'), ('న', '|'), ('జా', 'U'), ('ఱ', '|'), ('గుం', 'U'), ('డ', '|'), ('ల', '|'), ('రు', '|'), ('చు', 'U'), ('ల్దీ', 'U'), ('పిం', 'U'), ('ప', '|'), ('లే', 'U'), ('జె', 'U'), ('క్కు', '|'), ('లన్', 'U'), ('మొ', '|'), ('ల', '|'), ('క', 'U'), ('న్న', 'U'), ('వ్వు', '|'), ('ల', '|'), ('చూ', 'U'), ('పు', '|'), ('లో', 'U'), ('ర', '|'), ('గి', '|'), ('ల', '|'), ('మే', 'U'), ('న్ము', 'U'), ('వ్వం', 'U'), ('క', '|'), ('ల', 'U'), ('న్బో', 'U'), ('వ', '|'), ('గా', 'U'), ('న', '|'), ('లి', '|'), ('గై', 'U'), ('కొం', 'U'), ('దు', '|'), ('వు', '|'), ('గా', 'U'), ('దె', '|'), ('నీ', 'U'), ('వు', '|'), ('ము', '|'), ('ర', '|'), ('ళీ', 'U'), ('నా', 'U'), ('ట్యం', 'U'), ('బు', '|'), ('నా', 'U'), ('రా', 'U'), ('య', '|'), ('ణా', 'U')]",1.0,1.0,1.0,1.0,1.0,1.0
saardulamu,"మాపాలం గడు గ్రొవ్వి గోపికలతో మత్తిల్లి వర్తింతువే
మాపాలెంబుల వచ్చి యుండుదు వెస న్మాపాలలో నుండు మీ
మాపా లైనసుఖాబ్ధిలో మునుగుచున్‌ మన్నించి తా గొల్లలన్‌
మాపాలం గలవేల్పు వీవె యని కా మన్నింతు, నారాయణా!",vruttamu,Naarayana,"[('మా', 'U'), ('పా', 'U'), ('లం', 'U'), ('గ', '|'), ('డు', '|'), ('గ్రొ', 'U'), ('వ్వి', '|'), ('గో', 'U'), ('పి', '|'), ('క', '|'), ('ల', '|'), ('తో', 'U'), ('మ', 'U'), ('త్తి', 'U'), ('ల్లి', '|'), ('వ', 'U'), ('ర్తిం', 'U'), ('తు', '|'), ('వే', 'U'), ('మా', 'U'), ('పా', 'U'), ('లెం', 'U'), ('బు', '|'), ('ల', '|'), ('వ', 'U'), ('చ్చి', '|'), ('యుం', 'U'), ('డు', '|'), ('దు', '|'), ('వె', '|'), ('స', 'U'), ('న్మా', 'U'), ('పా', 'U'), ('ల', '|'), ('లో', 'U'), ('నుం', 'U'), ('డు', '|'), ('మీ', 'U'), ('మా', 'U'), ('పా', 'U'), ('లై', 'U'), ('న', '|'), ('సు', '|'), ('ఖా', 'U'), ('బ్ధి', '|'), ('లో', 'U'), ('ము', '|'), ('ను', '|'), ('గు', '|'), ('చు', 'U'), ('న్మ', 'U'), ('న్నిం', 'U'), ('చి', '|'), ('తా', 'U'), ('గొ', 'U'), ('ల్ల', '|'), ('లన్', 'U'), ('మా', 'U'), ('పా', 'U'), ('లం', 'U'), ('గ', '|'), ('ల', '|'), ('వే', 'U'), ('ల్పు', '|'), ('వీ', 'U'), ('వె', '|'), ('య', '|'), ('ని', '|'), ('కా', 'U'), ('మ', 'U'), ('న్నిం', 'U'), ('తు', '|'), ('నా', 'U'), ('రా', 'U'), ('య', '|'), ('ణా', 'U')]",1.0,1.0,1.0,1.0,1.0,1.0
mattebhamu,"ఒకకాంతామణి కొక్క డీవు మఱియు న్నొక్కర్తె కొక్కండ వై
సకలస్త్రీలకు సంతతం బలర రాసక్రీడ తన్మధ్య క
ల్పకమూలంబు సవేణునాదరస మొప్పంగా బదార్వేల గో
పికలం జెంది వినోద మొందునెడ నీ పెంపొప్పు నారాయణా!",vruttamu,Naarayana,"[('ఒ', '|'), ('క', '|'), ('కాం', 'U'), ('తా', 'U'), ('మ', '|'), ('ణి', '|'), ('కొ', 'U'), ('క్క', '|'), ('డీ', 'U'), ('వు', '|'), ('మ', '|'), ('ఱి', '|'), ('యు', 'U'), ('న్నొ', 'U'), ('క్క', 'U'), ('ర్తె', '|'), ('కొ', 'U'), ('క్కం', 'U'), ('డ', '|'), ('వై', 'U'), ('స', '|'), ('క', '|'), ('ల', 'U'), ('స్త్రీ', 'U'), ('ల', '|'), ('కు', '|'), ('సం', 'U'), ('త', '|'), ('తం', 'U'), ('బ', '|'), ('ల', '|'), ('ర', '|'), ('రా', 'U'), ('స', '|'), ('క్రీ', 'U'), ('డ', '|'), ('త', 'U'), ('న్మ', 'U'), ('ధ్య', '|'), ('క', 'U'), ('ల్ప', '|'), ('క', '|'), ('మూ', 'U'), ('లం', 'U'), ('బు', '|'), ('స', '|'), ('వే', 'U'), ('ణు', '|'), ('నా', 'U'), ('ద', '|'), ('ర', '|'), ('స', '|'), ('మొ', 'U'), ('ప్పం', 'U'), ('గా', 'U'), ('బ', '|'), ('దా', 'U'), ('ర్వే', 'U'), ('ల', '|'), ('గో', 'U'), ('పి', '|'), ('క', '|'), ('లం', 'U'), ('జెం', 'U'), ('ది', '|'), ('వి', '|'), ('నో', 'U'), ('ద', '|'), ('మొం', 'U'), ('దు', '|'), ('నె', '|'), ('డ', '|'), ('నీ', 'U'), ('పెం', 'U'), ('పొ', 'U'), ('ప్పు', '|'), ('నా', 'U'), ('రా', 'U'), ('య', '|'), ('ణా', 'U')]",0.9428571428571428,1.0,1.0,0.9642857142857143,0.75,1.0
mattebhamu,"లలితం బైన భవత్తనూవిలసనన్‌ లావణ్యదివ్యామృతం
బలుఁగు ల్వారఁగ నీకటాక్షమునఁ దా మందంద గోపాంగనల్‌
తలఁపు ల్పాదులు కట్టి కందళిత నూత్నశ్రీలు వాటింతు రా
నెలతల్‌ తీవెలు చైత్రవిస్ఫురణమౌ నీ యొప్పు నారాయణా!",vruttamu,Naarayana,"[('ల', '|'), ('లి', '|'), ('తం', 'U'), ('బై', 'U'), ('న', '|'), ('భ', '|'), ('వ', 'U'), ('త్త', '|'), ('నూ', 'U'), ('వి', '|'), ('ల', '|'), ('స', '|'), ('న', 'U'), ('న్లా', 'U'), ('వ', 'U'), ('ణ్య', '|'), ('ది', 'U'), ('వ్యా', 'U'), ('మృ', '|'), ('తం', 'U'), ('బ', '|'), ('లు', '|'), ('గు', 'U'), ('ల్వా', 'U'), ('ర', '|'), ('గ', '|'), ('నీ', 'U'), ('క', '|'), ('టా', 'U'), ('క్ష', '|'), ('ము', '|'), ('న', '|'), ('దా', 'U'), ('మం', 'U'), ('దం', 'U'), ('ద', '|'), ('గో', 'U'), ('పాం', 'U'), ('గ', '|'), ('నల్', 'U'), ('త', '|'), ('ల', '|'), ('పు', 'U'), ('ల్పా', 'U'), ('దు', '|'), ('లు', '|'), ('క', 'U'), ('ట్టి', '|'), ('కం', 'U'), ('ద', '|'), ('ళి', '|'), ('త', '|'), ('నూ', 'U'), ('త్న', '|'), ('శ్రీ', 'U'), ('లు', '|'), ('వా', 'U'), ('టిం', 'U'), ('తు', '|'), ('రా', 'U'), ('నె', '|'), ('ల', '|'), ('త', 'U'), ('ల్తీ', 'U'), ('వె', '|'), ('లు', '|'), ('చై', 'U'), ('త్ర', '|'), ('వి', 'U'), ('స్ఫు', '|'), ('ర', '|'), ('ణ', '|'), ('మౌ', 'U'), ('నీ', 'U'), ('యొ', 'U'), ('ప్పు', '|'), ('నా', 'U'), ('రా', 'U'), ('య', '|'), ('ణా', 'U')]",0.9928571428571429,1.0,1.0,0.9642857142857143,1.0,1.0
mattebhamu,"లీలన్‌ పూతనప్రాణవాయువులు పాలిండ్లందు వెళ్ళించి, దు
శ్శీలుండై చను బండిదానవు వెసం జిందై పడం దన్ని యా
రోల న్మద్దులు గూల్చి ధేనుదనుజున్‌ రోఁజంగ నీల్గించి వే
కూలన్‌ కంసునిఁ గొట్టి గోపికలకోర్కుల్‌ దీర్తు, నారాయణా!",vruttamu,Naarayana,"[('లీ', 'U'), ('ల', 'U'), ('న్పూ', 'U'), ('త', '|'), ('న', '|'), ('ప్రా', 'U'), ('ణ', '|'), ('వా', 'U'), ('యు', '|'), ('వు', '|'), ('లు', '|'), ('పా', 'U'), ('లిం', 'U'), ('డ్లం', 'U'), ('దు', '|'), ('వె', 'U'), ('ళ్ళిం', 'U'), ('చి', '|'), ('దు', 'U'), ('శ్శీ', 'U'), ('లుం', 'U'), ('డై', 'U'), ('చ', '|'), ('ను', '|'), ('బం', 'U'), ('డి', '|'), ('దా', 'U'), ('న', '|'), ('వు', '|'), ('వె', '|'), ('సం', 'U'), ('జిం', 'U'), ('దై', 'U'), ('ప', '|'), ('డం', 'U'), ('ద', 'U'), ('న్ని', '|'), ('యా', 'U'), ('రో', 'U'), ('ల', 'U'), ('న్మ', 'U'), ('ద్దు', '|'), ('లు', '|'), ('గూ', 'U'), ('ల్చి', '|'), ('ధే', 'U'), ('ను', '|'), ('ద', '|'), ('ను', '|'), ('జు', '|'), ('న్రో', 'U'), ('జం', 'U'), ('గ', '|'), ('నీ', 'U'), ('ల్గిం', 'U'), ('చి', '|'), ('వే', 'U'), ('కూ', 'U'), ('ల', 'U'), ('న్కం', 'U'), ('సు', '|'), ('ని', '|'), ('గొ', 'U'), ('ట్టి', '|'), ('గో', 'U'), ('పి', '|'), ('క', '|'), ('ల', '|'), ('కో', 'U'), ('ర్కు', 'U'), ('ల్దీ', 'U'), ('ర్తు', '|'), ('నా', 'U'), ('రా', 'U'), ('య', '|'), ('ణా', 'U')]",0.4542857142857143,0.95,1.0,0.07142857142857142,0.0,0.25
