type,raw_padyam_text,class,satakam,lg_data,chandassu_score,n_aksharaalu_score,n_paadalu_score,gana_kramam_score,yati_score,prasa_score
vutpalamaala,"నీ జటపై జవాదిపస నిద్దపు నెమ్మెయిఁ గుల్క దావకో-
రోజమృగీమదాంకితపు ఱొమ్ముదుడై తగ నీదు కన్నులన్
రాజిలు కాటుకంటు నధరంబు వెలింగెడు నన్నుఁ జూచి యా-
లీజనులెల్ల నవ్వ, దరిలేని ముదంబగు సుందరీమణీ!",vruttamu,Sundariimani,"[('నీ', 'U'), ('జ', '|'), ('ట', '|'), ('పై', 'U'), ('జ', '|'), ('వా', 'U'), ('ది', '|'), ('ప', '|'), ('స', '|'), ('ని', 'U'), ('ద్ద', '|'), ('పు', '|'), ('నె', 'U'), ('మ్మె', '|'), ('యి', '|'), ('గు', 'U'), ('ల్క', '|'), ('దా', 'U'), ('వ', '|'), ('కో', 'U'), ('రో', 'U'), ('జ', '|'), ('మృ', '|'), ('గీ', 'U'), ('మ', '|'), ('దాం', 'U'), ('కి', '|'), ('త', '|'), ('పు', '|'), ('ఱొ', 'U'), ('మ్ము', '|'), ('దు', '|'), ('డై', 'U'), ('త', '|'), ('గ', '|'), ('నీ', 'U'), ('దు', '|'), ('క', 'U'), ('న్ను', '|'), ('లన్', 'U'), ('రా', 'U'), ('జి', '|'), ('లు', '|'), ('కా', 'U'), ('టు', '|'), ('కం', 'U'), ('టు', '|'), ('న', '|'), ('ధ', '|'), ('రం', 'U'), ('బు', '|'), ('వె', '|'), ('లిం', 'U'), ('గె', '|'), ('డు', '|'), ('న', 'U'), ('న్ను', '|'), ('జూ', 'U'), ('చి', '|'), ('యా', 'U'), ('లీ', 'U'), ('జ', '|'), ('ను', '|'), ('లె', 'U'), ('ల్ల', '|'), ('న', 'U'), ('వ్వ', '|'), ('ద', '|'), ('రి', '|'), ('లే', 'U'), ('ని', '|'), ('ము', '|'), ('దం', 'U'), ('బ', '|'), ('గు', '|'), ('సుం', 'U'), ('ద', '|'), ('రీ', 'U'), ('మ', '|'), ('ణీ', 'U')]",1.0,1.0,1.0,1.0,1.0,1.0
champakamaala,"అలరులశయ్యఁ బండి, మనమవ్వలిమోములు చేసి యల్కచే
పలుకక యుండి యొండొరులఁ బల్మరుచూడక యుండఁ జూచుచో
నెలమి నొకింత సేపటికి నిద్దరిచూపులుఁ దారసిల్లినన్
కిలకిలనే కవుంగిళులఁ గేరుచునుందువు సుందరీమణీ!",vruttamu,Sundariimani,"[('అ', '|'), ('ల', '|'), ('రు', '|'), ('ల', '|'), ('శ', 'U'), ('య్య', '|'), ('బం', 'U'), ('డి', '|'), ('మ', '|'), ('న', '|'), ('మ', 'U'), ('వ్వ', '|'), ('లి', '|'), ('మో', 'U'), ('ము', '|'), ('లు', '|'), ('చే', 'U'), ('సి', '|'), ('య', 'U'), ('ల్క', '|'), ('చే', 'U'), ('ప', '|'), ('లు', '|'), ('క', '|'), ('క', '|'), ('యుం', 'U'), ('డి', '|'), ('యొం', 'U'), ('డొ', '|'), ('రు', '|'), ('ల', '|'), ('బ', 'U'), ('ల్మ', '|'), ('రు', '|'), ('చూ', 'U'), ('డ', '|'), ('క', '|'), ('యుం', 'U'), ('డ', '|'), ('జూ', 'U'), ('చు', '|'), ('చో', 'U'), ('నె', '|'), ('ల', '|'), ('మి', '|'), ('నొ', '|'), ('కిం', 'U'), ('త', '|'), ('సే', 'U'), ('ప', '|'), ('టి', '|'), ('కి', '|'), ('ని', 'U'), ('ద్ద', '|'), ('రి', '|'), ('చూ', 'U'), ('పు', '|'), ('లు', '|'), ('దా', 'U'), ('ర', '|'), ('సి', 'U'), ('ల్లి', '|'), ('నన్', 'U'), ('కి', '|'), ('ల', '|'), ('కి', '|'), ('ల', '|'), ('నే', 'U'), ('క', '|'), ('వుం', 'U'), ('గి', '|'), ('ళు', '|'), ('ల', '|'), ('గే', 'U'), ('రు', '|'), ('చు', '|'), ('నుం', 'U'), ('దు', '|'), ('వు', '|'), ('సుం', 'U'), ('ద', '|'), ('రీ', 'U'), ('మ', '|'), ('ణీ', 'U')]",0.95,1.0,1.0,1.0,0.75,1.0
vutpalamaala,"వింతగ నన్ను నీవు బదివేలవిధంబుల నవ్వులాట కొ-
ట్టింతువు మాటల న్నెదఘటింతువు చన్గవ యల్కసేయ న-
వ్వింతువు పల్కుఁ గప్పురపు వీడె మొసంగి మనోజరాజ్య మే-
లింతువు నీ గతుల్ పొగడలేము గదే మది సుందరీమణీ!",vruttamu,Sundariimani,"[('విం', 'U'), ('త', '|'), ('గ', '|'), ('న', 'U'), ('న్ను', '|'), ('నీ', 'U'), ('వు', '|'), ('బ', '|'), ('ది', '|'), ('వే', 'U'), ('ల', '|'), ('వి', '|'), ('ధం', 'U'), ('బు', '|'), ('ల', '|'), ('న', 'U'), ('వ్వు', '|'), ('లా', 'U'), ('ట', '|'), ('కొ', 'U'), ('ట్టిం', 'U'), ('తు', '|'), ('వు', '|'), ('మా', 'U'), ('ట', '|'), ('ల', 'U'), ('న్నె', '|'), ('ద', '|'), ('ఘ', '|'), ('టిం', 'U'), ('తు', '|'), ('వు', '|'), ('చ', 'U'), ('న్గ', '|'), ('వ', '|'), ('య', 'U'), ('ల్క', '|'), ('సే', 'U'), ('య', '|'), ('న', 'U'), ('వ్విం', 'U'), ('తు', '|'), ('వు', '|'), ('ప', 'U'), ('ల్కు', '|'), ('గ', 'U'), ('ప్పు', '|'), ('ర', '|'), ('పు', '|'), ('వీ', 'U'), ('డె', '|'), ('మొ', '|'), ('సం', 'U'), ('గి', '|'), ('మ', '|'), ('నో', 'U'), ('జ', '|'), ('రా', 'U'), ('జ్య', '|'), ('మే', 'U'), ('లిం', 'U'), ('తు', '|'), ('వు', '|'), ('నీ', 'U'), ('గ', '|'), ('తు', 'U'), ('ల్పొ', '|'), ('గ', '|'), ('డ', '|'), ('లే', 'U'), ('ము', '|'), ('గ', '|'), ('దే', 'U'), ('మ', '|'), ('ది', '|'), ('సుం', 'U'), ('ద', '|'), ('రీ', 'U'), ('మ', '|'), ('ణీ', 'U')]",1.0,1.0,1.0,1.0,1.0,1.0
champakamaala,"తొలఁగక చెంతనున్న ననుఁ దొంగిలి రెప్పలఁ జూచిచూడన-
ట్టులు వగగుల్కియుండెడు గడున్ బయనం బరుగంగ వేఁగి వి-
చ్చలవిడి సౌధవీథిపయి చాయలఁ జూచెద వోరగంటనే
పొలమున వెళ్లు నీ బెళుకుఁబొంకపుఁ జూపులు సుందరీమణీ!",vruttamu,Sundariimani,"[('తొ', '|'), ('ల', '|'), ('గ', '|'), ('క', '|'), ('చెం', 'U'), ('త', '|'), ('ను', 'U'), ('న్న', '|'), ('న', '|'), ('ను', '|'), ('దొం', 'U'), ('గి', '|'), ('లి', '|'), ('రె', 'U'), ('ప్ప', '|'), ('ల', '|'), ('జూ', 'U'), ('చి', '|'), ('చూ', 'U'), ('డ', '|'), ('న', 'U'), ('ట్టు', '|'), ('లు', '|'), ('వ', '|'), ('గ', '|'), ('గు', 'U'), ('ల్కి', '|'), ('యుం', 'U'), ('డె', '|'), ('డు', '|'), ('గ', '|'), ('డు', 'U'), ('న్బ', '|'), ('య', '|'), ('నం', 'U'), ('బ', '|'), ('రు', '|'), ('గం', 'U'), ('గ', '|'), ('వే', 'U'), ('గి', '|'), ('వి', 'U'), ('చ్చ', '|'), ('ల', '|'), ('వి', '|'), ('డి', '|'), ('సౌ', 'U'), ('ధ', '|'), ('వీ', 'U'), ('థి', '|'), ('ప', '|'), ('యి', '|'), ('చా', 'U'), ('య', '|'), ('ల', '|'), ('జూ', 'U'), ('చె', '|'), ('ద', '|'), ('వో', 'U'), ('ర', '|'), ('గం', 'U'), ('ట', '|'), ('నే', 'U'), ('పొ', '|'), ('ల', '|'), ('ము', '|'), ('న', '|'), ('వె', 'U'), ('ళ్లు', '|'), ('నీ', 'U'), ('బె', '|'), ('ళు', '|'), ('కు', '|'), ('బొం', 'U'), ('క', '|'), ('పు', '|'), ('జూ', 'U'), ('పు', '|'), ('లు', '|'), ('సుం', 'U'), ('ద', '|'), ('రీ', 'U'), ('మ', '|'), ('ణీ', 'U')]",1.0,1.0,1.0,1.0,1.0,1.0
champakamaala,"నను నెడబాసి యుండిన దినంబుల లెక్కలఁ గొంతసేపు, నా
మునుపటి కేళిలో మెలఁగి ముచ్చటలాడుట కొంతసేపు, నా
కనుగుణమైన వస్తువుల నంపెడు సందడిఁ గొంతసేపు, నొ-
య్యన పవలెల్ల నోర్చి నిశియం దెటులోర్తువొ సుందరీమణీ!",vruttamu,Sundariimani,"[('న', '|'), ('ను', '|'), ('నె', '|'), ('డ', '|'), ('బా', 'U'), ('సి', '|'), ('యుం', 'U'), ('డి', '|'), ('న', '|'), ('ది', '|'), ('నం', 'U'), ('బు', '|'), ('ల', '|'), ('లె', 'U'), ('క్క', '|'), ('ల', '|'), ('గొం', 'U'), ('త', '|'), ('సే', 'U'), ('పు', '|'), ('నా', 'U'), ('ము', '|'), ('ను', '|'), ('ప', '|'), ('టి', '|'), ('కే', 'U'), ('ళి', '|'), ('లో', 'U'), ('మె', '|'), ('ల', '|'), ('గి', '|'), ('ము', 'U'), ('చ్చ', '|'), ('ట', '|'), ('లా', 'U'), ('డు', '|'), ('ట', '|'), ('కొం', 'U'), ('త', '|'), ('సే', 'U'), ('పు', '|'), ('నా', 'U'), ('క', '|'), ('ను', '|'), ('గు', '|'), ('ణ', '|'), ('మై', 'U'), ('న', '|'), ('వ', 'U'), ('స్తు', '|'), ('వు', '|'), ('ల', '|'), ('నం', 'U'), ('పె', '|'), ('డు', '|'), ('సం', 'U'), ('ద', '|'), ('డి', '|'), ('గొం', 'U'), ('త', '|'), ('సే', 'U'), ('పు', '|'), ('నొ', 'U'), ('య్య', '|'), ('న', '|'), ('ప', '|'), ('వ', '|'), ('లె', 'U'), ('ల్ల', '|'), ('నో', 'U'), ('ర్చి', '|'), ('ని', '|'), ('శి', '|'), ('యం', 'U'), ('దె', '|'), ('టు', '|'), ('లో', 'U'), ('ర్తు', '|'), ('వొ', '|'), ('సుం', 'U'), ('ద', '|'), ('రీ', 'U'), ('మ', '|'), ('ణీ', 'U')]",0.95,1.0,1.0,1.0,0.75,1.0
champakamaala,"పెనిమిటి కాంచలేఁడనియుఁ బిల్చినఁ బల్కవటంచుఁ దోడి జ-
వ్వను లెకసక్కెమాడ నొకవైఖరిఁ బల్కుచు నొంటి బాగులే-
దని వెత నిద్రయోగిరమునందక కుందుచు నూపిరెల్ల ము-
క్కుననిడి యుంటివంచు విని గుండెలు నిల్వవు సుందరీమణీ!",vruttamu,Sundariimani,"[('పె', '|'), ('ని', '|'), ('మి', '|'), ('టి', '|'), ('కాం', 'U'), ('చ', '|'), ('లే', 'U'), ('డ', '|'), ('ని', '|'), ('యు', '|'), ('బి', 'U'), ('ల్చి', '|'), ('న', '|'), ('బ', 'U'), ('ల్క', '|'), ('వ', '|'), ('టం', 'U'), ('చు', '|'), ('దో', 'U'), ('డి', '|'), ('జ', 'U'), ('వ్వ', '|'), ('ను', '|'), ('లె', '|'), ('క', '|'), ('స', 'U'), ('క్కె', '|'), ('మా', 'U'), ('డ', '|'), ('నొ', '|'), ('క', '|'), ('వై', 'U'), ('ఖ', '|'), ('రి', '|'), ('బ', 'U'), ('ల్కు', '|'), ('చు', '|'), ('నొం', 'U'), ('టి', '|'), ('బా', 'U'), ('గు', '|'), ('లే', 'U'), ('ద', '|'), ('ని', '|'), ('వె', '|'), ('త', '|'), ('ని', '|'), ('ద్ర', '|'), ('యో', 'U'), ('గి', '|'), ('ర', '|'), ('ము', '|'), ('నం', 'U'), ('ద', '|'), ('క', '|'), ('కుం', 'U'), ('దు', '|'), ('చు', '|'), ('నూ', 'U'), ('పి', '|'), ('రె', 'U'), ('ల్ల', '|'), ('ము', 'U'), ('క్కు', '|'), ('న', '|'), ('ని', '|'), ('డి', '|'), ('యుం', 'U'), ('టి', '|'), ('వం', 'U'), ('చు', '|'), ('వి', '|'), ('ని', '|'), ('గుం', 'U'), ('డె', '|'), ('లు', '|'), ('ని', 'U'), ('ల్వ', '|'), ('వు', '|'), ('సుం', 'U'), ('ద', '|'), ('రీ', 'U'), ('మ', '|'), ('ణీ', 'U')]",0.9428571428571428,1.0,1.0,0.9642857142857143,0.75,1.0
champakamaala,"రతి మును గేలిసోలి నడురాతిరి మేల్కని నేను నిన్ బునా-
రతమతిఁ గౌఁగిలించినఁ బిరాలున నవ్వలికేఁగి రాక య-
ద్భుతపడి నేను బిల్వ విని ప్రొద్దిక నెంతని పల్కి సిగ్గుతో
ఋతుమతివౌట తెల్పకయె యేర్పడఁ దెల్పుదు సుందరీమణీ!",vruttamu,Sundariimani,"[('ర', '|'), ('తి', '|'), ('ము', '|'), ('ను', '|'), ('గే', 'U'), ('లి', '|'), ('సో', 'U'), ('లి', '|'), ('న', '|'), ('డు', '|'), ('రా', 'U'), ('తి', '|'), ('రి', '|'), ('మే', 'U'), ('ల్క', '|'), ('ని', '|'), ('నే', 'U'), ('ను', '|'), ('ని', 'U'), ('న్బు', '|'), ('నా', 'U'), ('ర', '|'), ('త', '|'), ('మ', '|'), ('తి', '|'), ('గౌ', 'U'), ('గి', '|'), ('లిం', 'U'), ('చి', '|'), ('న', '|'), ('బి', '|'), ('రా', 'U'), ('లు', '|'), ('న', '|'), ('న', 'U'), ('వ్వ', '|'), ('లి', '|'), ('కే', 'U'), ('గి', '|'), ('రా', 'U'), ('క', '|'), ('య', 'U'), ('ద్భు', '|'), ('త', '|'), ('ప', '|'), ('డి', '|'), ('నే', 'U'), ('ను', '|'), ('బి', 'U'), ('ల్వ', '|'), ('వి', '|'), ('ని', '|'), ('ప్రొ', 'U'), ('ద్ది', '|'), ('క', '|'), ('నెం', 'U'), ('త', '|'), ('ని', '|'), ('ప', 'U'), ('ల్కి', '|'), ('సి', 'U'), ('గ్గు', '|'), ('తో', 'U'), ('ఋ', '|'), ('తు', '|'), ('మ', '|'), ('తి', '|'), ('వౌ', 'U'), ('ట', '|'), ('తె', 'U'), ('ల్ప', '|'), ('క', '|'), ('యె', '|'), ('యే', 'U'), ('ర్ప', '|'), ('డ', '|'), ('దె', 'U'), ('ల్పు', '|'), ('దు', '|'), ('సుం', 'U'), ('ద', '|'), ('రీ', 'U'), ('మ', '|'), ('ణీ', 'U')]",0.95,1.0,1.0,1.0,0.75,1.0
champakamaala,"పటుగతిఁ బూవుబంతి చనుబంతులపై గురిచేసి వ్రేయగా
తటుకున నొడ్డి పుచ్చుకొని తక్కుచు నీ పనికేమి తాళుమం-
చిటునటు చూచిచూచి వలయింపుచు నవ్వుచు మూఁడునాళ్లు ము-
చ్చటలనె తెల్లవాఱఁ బలుసందడి నుందువు సుందరీమణీ!",vruttamu,Sundariimani,"[('ప', '|'), ('టు', '|'), ('గ', '|'), ('తి', '|'), ('బూ', 'U'), ('వు', '|'), ('బం', 'U'), ('తి', '|'), ('చ', '|'), ('ను', '|'), ('బం', 'U'), ('తు', '|'), ('ల', '|'), ('పై', 'U'), ('గు', '|'), ('రి', '|'), ('చే', 'U'), ('సి', '|'), ('వ్రే', 'U'), ('య', '|'), ('గా', 'U'), ('త', '|'), ('టు', '|'), ('కు', '|'), ('న', '|'), ('నొ', 'U'), ('డ్డి', '|'), ('పు', 'U'), ('చ్చు', '|'), ('కొ', '|'), ('ని', '|'), ('త', 'U'), ('క్కు', '|'), ('చు', '|'), ('నీ', 'U'), ('ప', '|'), ('ని', '|'), ('కే', 'U'), ('మి', '|'), ('తా', 'U'), ('ళు', '|'), ('మం', 'U'), ('చి', '|'), ('టు', '|'), ('న', '|'), ('టు', '|'), ('చూ', 'U'), ('చి', '|'), ('చూ', 'U'), ('చి', '|'), ('వ', '|'), ('ల', '|'), ('యిం', 'U'), ('పు', '|'), ('చు', '|'), ('న', 'U'), ('వ్వు', '|'), ('చు', '|'), ('మూ', 'U'), ('డు', '|'), ('నా', 'U'), ('ళ్లు', '|'), ('ము', 'U'), ('చ్చ', '|'), ('ట', '|'), ('ల', '|'), ('నె', '|'), ('తె', 'U'), ('ల్ల', '|'), ('వా', 'U'), ('ఱ', '|'), ('బ', '|'), ('లు', '|'), ('సం', 'U'), ('ద', '|'), ('డి', '|'), ('నుం', 'U'), ('దు', '|'), ('వు', '|'), ('సుం', 'U'), ('ద', '|'), ('రీ', 'U'), ('మ', '|'), ('ణీ', 'U')]",0.95,1.0,1.0,1.0,0.75,1.0
champakamaala,"గొదగొని మోవులానుచును గొంకక నేఁ బయికొందునంచు మైఁ
బొదలి పెనంగులాడి చలవొంది వచించఁగరాని చేష్టలన్
మదనుని కేళిలో మెలఁగు నాలవనాఁటి గతుల్ తలంచితే
హృదయము జల్లుజల్లుమను నెంతని యోర్చెద సుందరీమణీ!",vruttamu,Sundariimani,"[('గొ', '|'), ('ద', '|'), ('గొ', '|'), ('ని', '|'), ('మో', 'U'), ('వు', '|'), ('లా', 'U'), ('ను', '|'), ('చు', '|'), ('ను', '|'), ('గొం', 'U'), ('క', '|'), ('క', '|'), ('నే', 'U'), ('బ', '|'), ('యి', '|'), ('కొం', 'U'), ('దు', '|'), ('నం', 'U'), ('చు', '|'), ('మై', 'U'), ('బొ', '|'), ('ద', '|'), ('లి', '|'), ('పె', '|'), ('నం', 'U'), ('గు', '|'), ('లా', 'U'), ('డి', '|'), ('చ', '|'), ('ల', '|'), ('వొం', 'U'), ('ది', '|'), ('వ', '|'), ('చిం', 'U'), ('చ', '|'), ('గ', '|'), ('రా', 'U'), ('ని', '|'), ('చే', 'U'), ('ష్ట', '|'), ('లన్', 'U'), ('మ', '|'), ('ద', '|'), ('ను', '|'), ('ని', '|'), ('కే', 'U'), ('ళి', '|'), ('లో', 'U'), ('మె', '|'), ('ల', '|'), ('గు', '|'), ('నా', 'U'), ('ల', '|'), ('వ', '|'), ('నా', 'U'), ('టి', '|'), ('గ', '|'), ('తు', 'U'), ('ల్త', '|'), ('లం', 'U'), ('చి', '|'), ('తే', 'U'), ('హృ', '|'), ('ద', '|'), ('య', '|'), ('ము', '|'), ('జ', 'U'), ('ల్లు', '|'), ('జ', 'U'), ('ల్లు', '|'), ('మ', '|'), ('ను', '|'), ('నెం', 'U'), ('త', '|'), ('ని', '|'), ('యో', 'U'), ('ర్చె', '|'), ('ద', '|'), ('సుం', 'U'), ('ద', '|'), ('రీ', 'U'), ('మ', '|'), ('ణీ', 'U')]",0.85,1.0,1.0,1.0,0.25,1.0
vutpalamaala,"ఏ గతినోర్తునే జలరుహేక్షణ! నే క్షణమైనఁ బాయగా
లేఁ గదవే సువర్ణకదళీసదళీనకరోరుయుగ్మ య-
య్యో గురిదప్పకుండ మరుఁ డుల్లము జల్లెడతూంట్లు చేసెనే
యో గజయాన! యో రమణి! యో జగదద్భుతసుందరీమణీ!",vruttamu,Sundariimani,"[('ఏ', 'U'), ('గ', '|'), ('తి', '|'), ('నో', 'U'), ('ర్తు', '|'), ('నే', 'U'), ('జ', '|'), ('ల', '|'), ('రు', '|'), ('హే', 'U'), ('క్ష', '|'), ('ణ', '|'), ('నే', 'U'), ('క్ష', '|'), ('ణ', '|'), ('మై', 'U'), ('న', '|'), ('బా', 'U'), ('య', '|'), ('గా', 'U'), ('లే', 'U'), ('గ', '|'), ('ద', '|'), ('వే', 'U'), ('సు', '|'), ('వ', 'U'), ('ర్ణ', '|'), ('క', '|'), ('ద', '|'), ('ళీ', 'U'), ('స', '|'), ('ద', '|'), ('ళీ', 'U'), ('న', '|'), ('క', '|'), ('రో', 'U'), ('రు', '|'), ('యు', 'U'), ('గ్మ', '|'), ('య', 'U'), ('య్యో', 'U'), ('గు', '|'), ('రి', '|'), ('ద', 'U'), ('ప్ప', '|'), ('కుం', 'U'), ('డ', '|'), ('మ', '|'), ('రు', '|'), ('డు', 'U'), ('ల్ల', '|'), ('ము', '|'), ('జ', 'U'), ('ల్లె', '|'), ('డ', '|'), ('తూం', 'U'), ('ట్లు', '|'), ('చే', 'U'), ('సె', '|'), ('నే', 'U'), ('యో', 'U'), ('గ', '|'), ('జ', '|'), ('యా', 'U'), ('న', '|'), ('యో', 'U'), ('ర', '|'), ('మ', '|'), ('ణి', '|'), ('యో', 'U'), ('జ', '|'), ('గ', '|'), ('ద', 'U'), ('ద్భు', '|'), ('త', '|'), ('సుం', 'U'), ('ద', '|'), ('రీ', 'U'), ('మ', '|'), ('ణీ', 'U')]",0.9,1.0,1.0,1.0,0.5,1.0
vutpalamaala,"కన్నియ యిప్పుడేల కడకట్ట ప్రయాణము దీర్చివచ్చి నిన్
గన్నులఁ జూచి సంతసిలఁగల్గెడు పోఁడిమి పట్టినంతలో
నెన్నిదినంబు లుంటివని యెంతయుఁ గోపముమాని బిగ్గఱన్
నన్నుఁ గవుంగలించుకొని నా వెత దీర్పవె సుందరీమణీ!",vruttamu,Sundariimani,"[('క', 'U'), ('న్ని', '|'), ('య', '|'), ('యి', 'U'), ('ప్పు', '|'), ('డే', 'U'), ('ల', '|'), ('క', '|'), ('డ', '|'), ('క', 'U'), ('ట్ట', '|'), ('ప్ర', '|'), ('యా', 'U'), ('ణ', '|'), ('ము', '|'), ('దీ', 'U'), ('ర్చి', '|'), ('వ', 'U'), ('చ్చి', '|'), ('నిన్', 'U'), ('గ', 'U'), ('న్ను', '|'), ('ల', '|'), ('జూ', 'U'), ('చి', '|'), ('సం', 'U'), ('త', '|'), ('సి', '|'), ('ల', '|'), ('గ', 'U'), ('ల్గె', '|'), ('డు', '|'), ('పో', 'U'), ('డి', '|'), ('మి', '|'), ('ప', 'U'), ('ట్టి', '|'), ('నం', 'U'), ('త', '|'), ('లో', 'U'), ('నె', 'U'), ('న్ని', '|'), ('ది', '|'), ('నం', 'U'), ('బు', '|'), ('లుం', 'U'), ('టి', '|'), ('వ', '|'), ('ని', '|'), ('యెం', 'U'), ('త', '|'), ('యు', '|'), ('గో', 'U'), ('ప', '|'), ('ము', '|'), ('మా', 'U'), ('ని', '|'), ('బి', 'U'), ('గ్గ', '|'), ('ఱన్', 'U'), ('న', 'U'), ('న్ను', '|'), ('గ', '|'), ('వుం', 'U'), ('గ', '|'), ('లిం', 'U'), ('చు', '|'), ('కొ', '|'), ('ని', '|'), ('నా', 'U'), ('వె', '|'), ('త', '|'), ('దీ', 'U'), ('ర్ప', '|'), ('వె', '|'), ('సుం', 'U'), ('ద', '|'), ('రీ', 'U'), ('మ', '|'), ('ణీ', 'U')]",0.95,1.0,1.0,1.0,0.75,1.0
champakamaala,"కురులకుఁ గృష్ణభావమును గుబ్బల కచ్యుతరీతి కర్ణవై-
ఖరికల శ్రీవరప్రతిభ కౌనునకున్ హరిమంగళాకృతుల్
కరముఁ జెలంగు నీకు; కలకాలము నిన్ను దలంచఁ బాయు దు-
ష్కరపరితాపమెల్ల నవసారసలోచన సుందరీమణీ!",vruttamu,Sundariimani,"[('కు', '|'), ('రు', '|'), ('ల', '|'), ('కు', '|'), ('గృ', 'U'), ('ష్ణ', '|'), ('భా', 'U'), ('వ', '|'), ('ము', '|'), ('ను', '|'), ('గు', 'U'), ('బ్బ', '|'), ('ల', '|'), ('క', 'U'), ('చ్యు', '|'), ('త', '|'), ('రీ', 'U'), ('తి', '|'), ('క', 'U'), ('ర్ణ', '|'), ('వై', 'U'), ('ఖ', '|'), ('రి', '|'), ('క', '|'), ('ల', '|'), ('శ్రీ', 'U'), ('వ', '|'), ('ర', '|'), ('ప్ర', '|'), ('తి', '|'), ('భ', '|'), ('కౌ', 'U'), ('ను', '|'), ('న', '|'), ('కు', 'U'), ('న్హ', '|'), ('రి', '|'), ('మం', 'U'), ('గ', '|'), ('ళా', 'U'), ('కృ', '|'), ('తుల్', 'U'), ('క', '|'), ('ర', '|'), ('ము', '|'), ('జె', '|'), ('లం', 'U'), ('గు', '|'), ('నీ', 'U'), ('కు', '|'), ('క', '|'), ('ల', '|'), ('కా', 'U'), ('ల', '|'), ('ము', '|'), ('ని', 'U'), ('న్ను', '|'), ('ద', '|'), ('లం', 'U'), ('చ', '|'), ('బా', 'U'), ('యు', '|'), ('దు', 'U'), ('ష్క', '|'), ('ర', '|'), ('ప', '|'), ('రి', '|'), ('తా', 'U'), ('ప', '|'), ('మె', 'U'), ('ల్ల', '|'), ('న', '|'), ('వ', '|'), ('సా', 'U'), ('ర', '|'), ('స', '|'), ('లో', 'U'), ('చ', '|'), ('న', '|'), ('సుం', 'U'), ('ద', '|'), ('రీ', 'U'), ('మ', '|'), ('ణీ', 'U')]",0.9928571428571429,1.0,1.0,0.9642857142857143,1.0,1.0
champakamaala,"అలికులవేణి నీ కొరకు నన్నలఁ దమ్ములఁ బాసి వస్తి నీ
కులుకుమిటారిగబ్బిచనుగుబ్బల నొత్తుచుఁ గౌఁగిలించవే
కలికిరొ నీకు గుండె బలుకట్టిఁడి దైవము రాయి చేసెనే
చెలియరొ నీకు నా యుసురు చెందక మానునె సుందరీమణీ!",vruttamu,Sundariimani,"[('అ', '|'), ('లి', '|'), ('కు', '|'), ('ల', '|'), ('వే', 'U'), ('ణి', '|'), ('నీ', 'U'), ('కొ', '|'), ('ర', '|'), ('కు', '|'), ('న', 'U'), ('న్న', '|'), ('ల', '|'), ('ద', 'U'), ('మ్ము', '|'), ('ల', '|'), ('బా', 'U'), ('సి', '|'), ('వ', 'U'), ('స్తి', '|'), ('నీ', 'U'), ('కు', '|'), ('లు', '|'), ('కు', '|'), ('మి', '|'), ('టా', 'U'), ('రి', '|'), ('గ', 'U'), ('బ్బి', '|'), ('చ', '|'), ('ను', '|'), ('గు', 'U'), ('బ్బ', '|'), ('ల', '|'), ('నొ', 'U'), ('త్తు', '|'), ('చు', '|'), ('గౌ', 'U'), ('గి', '|'), ('లిం', 'U'), ('చ', '|'), ('వే', 'U'), ('క', '|'), ('లి', '|'), ('కి', '|'), ('రొ', '|'), ('నీ', 'U'), ('కు', '|'), ('గుం', 'U'), ('డె', '|'), ('బ', '|'), ('లు', '|'), ('క', 'U'), ('ట్టి', '|'), ('డి', '|'), ('దై', 'U'), ('వ', '|'), ('ము', '|'), ('రా', 'U'), ('యి', '|'), ('చే', 'U'), ('సె', '|'), ('నే', 'U'), ('చె', '|'), ('లి', '|'), ('య', '|'), ('రొ', '|'), ('నీ', 'U'), ('కు', '|'), ('నా', 'U'), ('యు', '|'), ('సు', '|'), ('రు', '|'), ('చెం', 'U'), ('ద', '|'), ('క', '|'), ('మా', 'U'), ('ను', '|'), ('నె', '|'), ('సుం', 'U'), ('ద', '|'), ('రీ', 'U'), ('మ', '|'), ('ణీ', 'U')]",0.95,1.0,1.0,1.0,0.75,1.0
